<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE> 
BTC-USD,1,20180706,053500,6535.4300000
BTC-USD,1,20180706,053600,6528.9600000
BTC-USD,1,20180706,053700,6533.9500000
BTC-USD,1,20180706,053800,6529.0100000
BTC-USD,1,20180706,053900,6535.4100000
BTC-USD,1,20180706,054000,6535.5700000
BTC-USD,1,20180706,054100,6538.3600000
BTC-USD,1,20180706,054200,6535.5700000
BTC-USD,1,20180706,054300,6534.4700000
BTC-USD,1,20180706,054400,6534.4600000
BTC-USD,1,20180706,054500,6535.5500000
BTC-USD,1,20180706,054600,6537.3200000
BTC-USD,1,20180706,054700,6538.4400000
BTC-USD,1,20180706,054800,6538.4300000
BTC-USD,1,20180706,054900,6539.0000000
BTC-USD,1,20180706,055000,6538.4400000
BTC-USD,1,20180706,055100,6538.4400000
BTC-USD,1,20180706,055200,6538.4400000
BTC-USD,1,20180706,055300,6537.1300000
BTC-USD,1,20180706,055400,6536.8300000
BTC-USD,1,20180706,055500,6537.2200000
BTC-USD,1,20180706,055600,6536.0100000
BTC-USD,1,20180706,055700,6536.0100000
BTC-USD,1,20180706,055800,6539.4200000
BTC-USD,1,20180706,055900,6539.5700000
BTC-USD,1,20180706,060000,6539.9500000
BTC-USD,1,20180706,060100,6539.9600000
BTC-USD,1,20180706,060200,6539.9800000
BTC-USD,1,20180706,060300,6539.9800000
BTC-USD,1,20180706,060400,6539.9700000
BTC-USD,1,20180706,060500,6539.9600000
BTC-USD,1,20180706,060600,6539.9800000
BTC-USD,1,20180706,060700,6539.9800000
BTC-USD,1,20180706,060800,6535.0000000
BTC-USD,1,20180706,060900,6535.0000000
BTC-USD,1,20180706,061000,6532.9600000
BTC-USD,1,20180706,061100,6532.9700000
BTC-USD,1,20180706,061200,6532.9700000
BTC-USD,1,20180706,061300,6532.9700000
BTC-USD,1,20180706,061400,6532.9600000
BTC-USD,1,20180706,061500,6532.9700000
BTC-USD,1,20180706,061600,6532.9700000
BTC-USD,1,20180706,061700,6528.3000000
BTC-USD,1,20180706,061800,6530.9200000
BTC-USD,1,20180706,061900,6530.9200000
BTC-USD,1,20180706,062000,6530.0000000
BTC-USD,1,20180706,062100,6530.0000000
BTC-USD,1,20180706,062200,6529.9900000
BTC-USD,1,20180706,062300,6529.9900000
BTC-USD,1,20180706,062400,6529.9900000
BTC-USD,1,20180706,062500,6530.0000000
BTC-USD,1,20180706,062600,6530.0000000
BTC-USD,1,20180706,062700,6530.9900000
BTC-USD,1,20180706,062800,6530.9900000
BTC-USD,1,20180706,062900,6530.9900000
BTC-USD,1,20180706,063000,6530.9900000
BTC-USD,1,20180706,063100,6530.9900000
BTC-USD,1,20180706,063200,6530.9800000
BTC-USD,1,20180706,063300,6530.9900000
BTC-USD,1,20180706,063400,6530.9900000
BTC-USD,1,20180706,063500,6530.9900000
BTC-USD,1,20180706,063600,6530.9900000
BTC-USD,1,20180706,063700,6530.9900000
BTC-USD,1,20180706,063800,6530.9800000
BTC-USD,1,20180706,063900,6530.9900000
BTC-USD,1,20180706,064000,6530.9800000
BTC-USD,1,20180706,064100,6530.9900000
BTC-USD,1,20180706,064200,6530.9900000
BTC-USD,1,20180706,064300,6530.9900000
BTC-USD,1,20180706,064400,6530.9900000
BTC-USD,1,20180706,064500,6530.9900000
BTC-USD,1,20180706,064600,6530.9900000
BTC-USD,1,20180706,064700,6530.9800000
BTC-USD,1,20180706,064800,6530.9800000
BTC-USD,1,20180706,064900,6530.9900000
BTC-USD,1,20180706,065000,6530.9900000
BTC-USD,1,20180706,065100,6530.9800000
BTC-USD,1,20180706,065200,6530.0300000
BTC-USD,1,20180706,065300,6530.0200000
BTC-USD,1,20180706,065400,6530.0300000
BTC-USD,1,20180706,065500,6530.0300000
BTC-USD,1,20180706,065600,6530.0200000
BTC-USD,1,20180706,065700,6530.0000000
BTC-USD,1,20180706,065800,6530.0000000
BTC-USD,1,20180706,065900,6529.0100000
BTC-USD,1,20180706,070000,6525.1700000
BTC-USD,1,20180706,070100,6525.1700000
BTC-USD,1,20180706,070200,6525.1600000
BTC-USD,1,20180706,070300,6525.1700000
BTC-USD,1,20180706,070400,6525.1600000
BTC-USD,1,20180706,070500,6525.1700000
BTC-USD,1,20180706,070600,6525.1700000
BTC-USD,1,20180706,070700,6525.3700000
BTC-USD,1,20180706,070800,6525.4900000
BTC-USD,1,20180706,070900,6525.0000000
